danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,popularity,artists,album-name,release-date,name,lyrics,perplexity,nll,vader_sentiment,song_length,genre,topic_modelling
0.773,0.641,0,-10.375,1,0.0421,0.0154,0.00104,0.302,0.66,116.287,audio_features,6b8IKVufOkAawvQVguQxmo,spotify:track:6b8IKVufOkAawvQVguQxmo,https://api.spotify.com/v1/tracks/6b8IKVufOkAawvQVguQxmo,https://api.spotify.com/v1/audio-analysis/6b8IKVufOkAawvQVguQxmo,197573,4,0,Gloria Gaynor,Universal Masters Collection,1/1/99,I Will Survive," At first I was afraid, I was petrifiedKept thinkin' I could never live without you by my sideBut then I spent so many nights thinkin' how you did me wrongAnd I grew strong, and I learned how to get along And so you're back, from outer spaceI just walked in to find you here with that sad look upon your faceI should have changed that stupid lockI should have made you leave your keyIf I'd have known for just one second you'd be back to bother me Go on now, go, walk out the doorJust turn around now, 'cause you're not welcome anymoreWeren't you the one who tried to hurt me with goodbye?Did you think I'd crumble? Did you think I'd lay down and die? Oh no, not I, I will surviveOh, as long as I know how to love, I know I'm still aliveI've got all my life to live, and I've got all my love to giveAnd I'll survive, I will survive, hey hey ",18.57827759,14.60996557,0.9889,3239,Other,4
0.235,0.86,4,-2.842,0,0.0561,0.00272,0.0969,0.388,0.342,127.788,audio_features,1PInWkBARsxLyouDqa2GtF,spotify:track:1PInWkBARsxLyouDqa2GtF,https://api.spotify.com/v1/tracks/1PInWkBARsxLyouDqa2GtF,https://api.spotify.com/v1/audio-analysis/1PInWkBARsxLyouDqa2GtF,227296,4,29,Bring Me The Horizon,Sempiternal (Deluxe Edition),4/2/13,Can You Feel My Heart," Can you hear the silence?Can you see the dark?Can you fix the broken?Can you feel, can you feel my heart?  Can you help the hopeless? Well, I'm begging on my kneesCan you save my bastard soul, will you wait for me?I'm sorry, brothers, so sorry, loverForgive me, father, I love you, mother Can you hear the silence? Can you see the dark?Can you fix the broken? Can you feel my heart?Can you feel my heart?   I'm scared to get close and I hate being aloneI long for that feeling to not feel at allThe higher I get, the lower I'll sinkI can't drown my demons, they know how to swimI'm scared to get close and I hate being aloneI long for that feeling to not feel at allThe higher I get, the lower I'll sinkI can't drown my demons, they know how to swimI'm scared to get close and I hate being aloneI long for that feeling to not feel at allThe higher I get, the lower I'll sinkI can't drown my demons, they know how to swim",6.350437164,9.165596196,-0.956,1222,Rock,0
0.67,0.909,11,-4.95,0,0.067,0.0365,0.00407,0.11,0.544,124.461,audio_features,6ZBJFWDYJSTQg54eDsqnkJ,spotify:track:6ZBJFWDYJSTQg54eDsqnkJ,https://api.spotify.com/v1/tracks/6ZBJFWDYJSTQg54eDsqnkJ,https://api.spotify.com/v1/audio-analysis/6ZBJFWDYJSTQg54eDsqnkJ,235173,4,49,MIKA,Life in Cartoon Motion,1/1/07,Love Today,"I’ve been crying for so longFighting tears just to carry onBut now, but now it’s gone awayHey girl why can’t you carry onIs it cuz your just like your motherA little tight, like to tease for funWell you ain’t gonna tease no otherGonna make you a lover!Everybody’s gonna love today!Anyway you want toAnyway you’ve got toLove, love meGirl in the blue with the big bust onWait till your mamma and your papa’s gonePapa’s gone!Mamma, mamma, papaShock, shock meEverybody’s gonna love today!Anyway you want toAnyway you’ve got toLove, love meCarolina sits on ‘95Give her a dollar and she’ll make you smileHook her, book her, nook herWalk away!",36.23734665,17.76634564,0.9985,1178,Other,4
0.729,0.442,11,-8.106,0,0.285,0.151,0,0.189,0.757,81.029,audio_features,4pdLZsxq0y5oJDb6Cxlokw,spotify:track:4pdLZsxq0y5oJDb6Cxlokw,https://api.spotify.com/v1/tracks/4pdLZsxq0y5oJDb6Cxlokw,https://api.spotify.com/v1/audio-analysis/4pdLZsxq0y5oJDb6Cxlokw,259307,4,67,The Roots,Things Fall Apart,2/23/99,You Got Me," If you were worried 'bout whereI been or who I saw orWhat club I went to with my homiesBaby, don't worry, you know that you got me Somebody told me that this planet was smallWe used to live in the same building, on the same floorAnd never met before until I'm overseas on tourAnd peeped this Ethiopian queen from Philly takin' classes abroadShe studyin' film and photo; flash, focus, recordSaid she workin' on a flick, and could my clique do the score?She said she loved my show in Paris at Élysée MontmartreAnd that I stepped off the stage and took a piece of her heartWe knew from the start that things fall apart and tend to shatterShe like, ""That shit don't matter"", when I get home, get at herThrough letter, phone, whatever; let's link, let's get togetherShit, you think not? Think the Thought went home and forgot?Time passed, we back in Philly, now she up in my spotTellin' me the things I'm tellin' her is makin' her hotStarted buildin' with her constantly 'round-the-clockNow she in my world like hip-hop, and keep tellin' me… If you were worried 'bout whereI been or who I saw orWhat club I went to with my homiesBaby, don't worry, you know that you got me",36.03281021,17.68710655,0.746,3357,Hip hop,2
0.686,0.823,0,-5.03,1,0.0305,0.118,6.06E-06,0.204,0.486,124.03,audio_features,2NO5LJ5iP8m1Eu2c81Nmam,spotify:track:2NO5LJ5iP8m1Eu2c81Nmam,https://api.spotify.com/v1/tracks/2NO5LJ5iP8m1Eu2c81Nmam,https://api.spotify.com/v1/audio-analysis/2NO5LJ5iP8m1Eu2c81Nmam,194805,4,0,Kav Verhouzer,Get What You Came For,8/12/16,Get What You Came For,Did you get what you needLet me know before you leaveDid you get what you came for?There's a world at your feetWhen you're standing next to meDid you get what you came for?If it ain't enoughShake the world right upIf it ain't enoughYou can take my loveDid you get what you needLet me know before you leaveDid you get what you came for?There's a world at your feetWhen you're standing next to meDid you get what you came for?Shake the world right upYou can take my loveShake the world right upYou can take my loveDid you get what you needLet me know before you leaveDid you get what you came for?There's a world at your feetWhen you're standing next to meDid you get what you came forIf it ain't enoughShake the world right upIf it ain't enoughYou can take my loveDid you get what you needLet me know before you leaveDid you get what you came for?There's a world at your feetWhen you're standing next to meDid you get what you came for?  Did you get what you needLet me know before you leaveDid you get what you came forThere's a world at you feetWhen you're standing next to meDid you get what you came for?  Shake the world right upYou can take my loveShake the world right upYou can take my loveDid you get what you needLet me know before you leaveDid you get what you came for?There's a world at your feetWhen you're standing next to meDid you get what you came for?,2.297497034,4.122403363,0.9849,1492,Other,0
0.63,0.86,7,-6.072,1,0.0682,0.0738,1.03E-05,0.243,0.335,114.982,audio_features,75pYvqSYv5xRux1fFiIFTn,spotify:track:75pYvqSYv5xRux1fFiIFTn,https://api.spotify.com/v1/tracks/75pYvqSYv5xRux1fFiIFTn,https://api.spotify.com/v1/audio-analysis/75pYvqSYv5xRux1fFiIFTn,200347,4,35,FTampa,Love Is All We Need,3/17/17,Love Is All We Need," When i hear your voice I feel so aliveWhen you're here i'm not afraid of anythingYou're make me so strong, when everything's wrong You are the light, the light of my life yeah Love is all we need  Love is all we need  Love is all we needAnd my love is you, my love is you, my love is you When i hear you everything is okWhen i feel you all my problems go awayYou are the life, the life that i need yeahWithout you my love  I can hardly breathe, yeah Love is all we need  Love is all we need  Love is all we needAnd my love is you, my love is you, my love is you",10.13507271,11.4202849,0.9993,1347,Other,4
0.506,0.247,5,-10.337,0,0.0925,0.945,0.00129,0.1,0.191,139.932,audio_features,1bTznoPGxp3ygLTHReQtIh,spotify:track:1bTznoPGxp3ygLTHReQtIh,https://api.spotify.com/v1/tracks/1bTznoPGxp3ygLTHReQtIh,https://api.spotify.com/v1/audio-analysis/1bTznoPGxp3ygLTHReQtIh,214876,3,46,Phlake,Weird Invitations,10/6/17,Gone," Somebody trickled under her skinPulled on her trigger, now where do we beginI wanna blame it on the liquorThe smell of innocenceI didn't wanna trick her, I didn't understand I could take a trip to Dubai, byeI would love to be on your wi-fiI´d be your bed sheet - at homeNot on a blank screen - alone All alone, alone, aloneLong away-away from homeAll alone, alone, alone, aloneYou've been gone so longAll alone, alone, aloneLong away-away from homeDon't forget the way how youDo you, do you I heard the signal, calling my nameShots had been fired, I couldn't stayI wanna blame it on your egoI tried to stay afloatI wonder where we'd goBut we'll never know",46.14597702,18.70824852,-0.9933,1409,Other,0
0.636,0.319,10,-10.065,1,0.0718,0.618,1.70E-06,0.125,0.378,74.109,audio_features,1PiKcVhlmHPvL7IPjx9dJk,spotify:track:1PiKcVhlmHPvL7IPjx9dJk,https://api.spotify.com/v1/tracks/1PiKcVhlmHPvL7IPjx9dJk,https://api.spotify.com/v1/audio-analysis/1PiKcVhlmHPvL7IPjx9dJk,280800,4,0,Mike Posner,"At Night, Alone.",5/6/16,I Took A Pill In Ibiza," I took a pill in Ibiza to show Avicii I was coolAnd when I finally got sober, felt 10 years olderBut fuck it, it was something to doI'm living out in LA, I drive a sports car just to proveI'm a real big baller 'cause I made a million dollarsAnd I spend it on girls and shoes But you don't wanna be high like meNever really knowing why like meYou don't ever wanna step off that roller coasterAnd be all aloneYou don't wanna ride the bus like thisNever knowing who to trust like thisYou don't wanna be stuck up on that stage singingStuck up on that stage singingAll I know are sad songs, sad songsDarling, all I know are sad songs, sad songs I'm just a singer who already blew his shotI get along with old timers'Cause my name's a reminder of a pop song people forgotAnd I can't keep a girl, no'Cause as soon as the sun comes upI cut 'em all loose and work's my excuseBut the truth is I can't open up",32.55558777,17.2599463,0.8739,2071,Rap,2
0.628,0.883,8,-5.578,0,0.14,0.0316,0.000106,0.0622,0.658,87.91,audio_features,5c9YHjSjEZxaCxsF1Gy5Jt,spotify:track:5c9YHjSjEZxaCxsF1Gy5Jt,https://api.spotify.com/v1/tracks/5c9YHjSjEZxaCxsF1Gy5Jt,https://api.spotify.com/v1/audio-analysis/5c9YHjSjEZxaCxsF1Gy5Jt,196849,4,53,Dan Croll,Sweet Disarray,1/1/14,From Nowhere," Every now and then I fallEvery now and then I lose controlIn your eyes I see your thoughts surrounding meAnd I've a little bit of thought for you 'Cause every now and then I fall a bit behindEvery time I stare into your eyes'Cause every now and then I fall a bit behindEvery time I stare into your eyes With your thrills, I findIt's not hard to be left behindSo I'll run, and you'll hideWe know better than to stay outside You're cold and you're awakeYou said I should never have stayedBut there's no better place for me 'Cause every now and then I fall a bit behindEvery time I stare into your eyes'Cause every now and then I fall a bit behindEvery time I stare into your eyes",12.03709698,12.20671573,0.4015,1097,Other,4
0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,audio_features,0kN8xEmgMW9mh7UmDYHlJP,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,https://api.spotify.com/v1/tracks/0kN8xEmgMW9mh7UmDYHlJP,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP,261240,4,75,Bruno Mars,24K Magic,11/17/16,Versace on the Floor," Let's take our time tonight, girlAbove us all the stars are watchin'There's no place I'd rather be in this worldYour eyes are where I'm lost inUnderneath the chandelierWe're dancin' all aloneThere's no reason to hideWhat we're feelin' insideRight now So, baby, let's just turn down the lightsAnd close the doorOooh I love that dressBut you won't need it anymoreNo, you won't need it no moreLet's just kiss 'til we're naked, baby Versace on the floorOooh take it off for me, for me, for me, for me now, girlVersace on the floorOooh take it off for me, for me, for me, for me now, girl Now I unzip the back to watch it fallWhile I kiss your neck and shouldersNo, don't be afraid to show it allI'll be right here ready to hold youGirl, you know you're perfect fromYour head down to your heelsDon't be confused by my smile'Cause I ain't ever been more for real, for real",19.21735764,14.71617923,0.985,1747,Other,1
0.678,0.679,1,-7.093,1,0.0644,0.301,0.000136,0.112,0.218,119.977,audio_features,1pZdegOXTZ2ftINo3oUuRZ,spotify:track:1pZdegOXTZ2ftINo3oUuRZ,https://api.spotify.com/v1/tracks/1pZdegOXTZ2ftINo3oUuRZ,https://api.spotify.com/v1/audio-analysis/1pZdegOXTZ2ftINo3oUuRZ,188346,4,0,Liam Payne,Bedroom Floor,10/20/17,Bedroom Floor," Baby, heard you've been talking about me latelyTelling all your friends how much you hate meBut who you calling up when you get lonely?When you get lonely, yeah You be saying real, real nice, real nice thingsWhen I'm touching youYou be getting real, real, real, real, real jealousWhen it wasn't you, ohAnd every now when my iPhone, iPhone rings  I be telling youI told you, I told you, I told you You said it was over, you said it was overBut your clothes say different on my bedroom floorYou said it was over, you said it was overBut your clothes say different on my bedroom floorBut your clothes say different on my bedroom floorBut your clothes say different on my bedroom floor, yeah Baby, why you always act like you don't want me?Don't make me bring up your dirty laundryWe always on and off until you're on meUntil you're on me, yeah",17.45578575,14.01238949,0.9519,2304,Other,2
0.179,0.383,9,-11.278,1,0.0319,0.214,0.594,0.458,0.205,89.715,audio_features,1crYflxStTLWBMjO1UXI2K,spotify:track:1crYflxStTLWBMjO1UXI2K,https://api.spotify.com/v1/tracks/1crYflxStTLWBMjO1UXI2K,https://api.spotify.com/v1/audio-analysis/1crYflxStTLWBMjO1UXI2K,246789,3,0,Mild High Club,Skiptracing,8/26/16,Chasing My Tail,I'm acquiescing this phaseWeighing me down with its waitingPlaying my silly little gameWatching the memory I savedTossing all my coins  Searching for the signs  Out on the lawn I'll be skipping tracingChasing the person I seemI'm readdressing my fateKeeping a tab on my wastingPlaying my silly little gameWatching the memory I savedTossing all my coins  Searching for the signs  Out on the lawn I'll be skipping tracingChasing the person I seem,35.49927139,17.84755963,0.8176,548,Rock,3
0.518,0.792,2,-13.335,1,0.0406,0.000181,0.383,0.346,0.384,104.003,audio_features,3hObos5C3Ic8cXSS3qiXaQ,spotify:track:3hObos5C3Ic8cXSS3qiXaQ,https://api.spotify.com/v1/tracks/3hObos5C3Ic8cXSS3qiXaQ,https://api.spotify.com/v1/audio-analysis/3hObos5C3Ic8cXSS3qiXaQ,217907,4,0,Working for a Nuclear Free City,Working for a Nuclear Free City,10/16/06,Dead Fingers Talking,Dead Fingers TalkingBare foot boy walkingDead earth to cosmic dustWhats on the TV?  ,1189.42688,31.15739746,-0.8625,117,Other,2
0.698,0.514,0,-10.325,1,0.0663,0.148,0.0888,0.101,0.63,75.989,audio_features,4ZKYqk4eNbagea15ZhpDZC,spotify:track:4ZKYqk4eNbagea15ZhpDZC,https://api.spotify.com/v1/tracks/4ZKYqk4eNbagea15ZhpDZC,https://api.spotify.com/v1/audio-analysis/4ZKYqk4eNbagea15ZhpDZC,214554,4,0,Thundercat,Drunk,2/24/17,Show You the Way," Let me show you, show you the wayOn the edge of dark there's the brightest lightA burning light on the edge of darkWhere no-one can tell they’re worlds apartWe'll live with dark, just take the ride It's your boy; Thundercat Heavy-hearted, but my burden's lightI just wanna live, and learn how to flyWhen it's all over, breathe into the lightSink or swim, I'm not scared to die Tell 'em how you feel, KennyKenny Loggins Your heart is struggling, babyTrying to believeThat there might be something you just couldn't seeBut what if I told you babeIt’s all so easy",49.03705597,19.06020211,0.9892,1710,Other,1
0.689,0.346,9,-9.574,0,0.146,0.613,0,0.111,0.381,90.027,audio_features,1uWbaKWhpQoCjtv31pVYk2,spotify:track:1uWbaKWhpQoCjtv31pVYk2,https://api.spotify.com/v1/tracks/1uWbaKWhpQoCjtv31pVYk2,https://api.spotify.com/v1/audio-analysis/1uWbaKWhpQoCjtv31pVYk2,181333,4,37,William Singe,Love Yourself,12/24/15,Love Yourself," For all the times that you rain on my paradeAnd all the clubs you get in using my nameYou think you broke my heart, oh girl for goodness sakeYou think I'm crying on my own, well I ain't And I didn't wanna write a songCause I didn't want anyone thinking I still careBut don't, but you still hit my phone upAnd baby I be movin' on and I think you should be somethin'I don't wanna hold back, maybe you should know thatMy mama don't like you and she likes everyoneAnd I never like to admit that I was wrongAnd I've been so caught up in my job, didn't see what's going onBut now I know, I'm better sleeping on my own Cause if you like the way you look that muchOh, baby, you should go and love yourselfAnd if you think that I'm still holdin' on, oh babyYou should go and love yourselfMaybe you should maybe you should, ohhhh For all the times that you made me feel smallI fell in love, now I feel nothin' at allAnd never felt so low when I was vulnerableWas I a fool to let you break down my walls?",22.68128395,15.48284011,0.9852,1347,Other,4
